unique_key,location,on_street,off_street,borough
3951904,,VERRAZZANO-NARROWS BRIDGE,,BROOKLYN
3928849,,,,
3897708,,,979 40TH STREET,BROOKLYN
3963759,,,,
3908066,,,689 DEKALB AVENUE,BROOKLYN
4021404,,,,
3974181,,,,
3948316,"(40.8832065, -73.8248756)",,,BRONX
3972754,,,,
3850145,"(40.748723, -73.9697359)",,,MANHATTAN
3943448,"(40.7014236, -73.9867392)",,,BROOKLYN
3888506,,,,
4053030,,,,
4042463,,,,
3935316,,,,
3883647,,,,
3933584,,,,
3842311,,,,
3928196,,,,
3894592,,,,
3953478,,ENGLEWOOD AVENUE,,STATEN ISLAND
3959018,,,,
4029377,,FDR DRIVE,,MANHATTAN
4055578,,,,
3988864,,,,
3933802,,QUEENS BOULEVARD,,QUEENS
3872686,,,,
3972482,,,,
3920579,,,,
4048620,,RIVERSIDE DRIVE,,MANHATTAN
3960545,,WHITESTONE BRIDGE (TOLL),,QUEENS
3921725,,MANHATTAN BRIDGE LOWER LEVEL,,MANHATTAN
3955028,,,,
3841640,,,,
3867029,,,,
3884365,,,,
4055236,,,,
3993402,,,,
3868019,,,112 HOWARD AVENUE,BROOKLYN
4029678,,,,
3922186,,,,
3852751,,,2438 VETERANS ROAD WEST,STATEN ISLAND
3900757,,FDR DRIVE,,MANHATTAN
4031544,,EAST 138TH STREET,,BRONX
4042513,,,760 8TH AVENUE,MANHATTAN
3907517,,,1324 LEXINGTON AVENUE,MANHATTAN
3887056,,,147-48 ASH AVENUE,QUEENS
3850476,,,,
3869479,,,2939 3RD AVENUE,BRONX
3834755,,,215 HAMILTON AVENUE,BROOKLYN
4002199,"(40.8431488, -73.8912431)",,,BRONX
3949344,,,,
3977959,,SHORE PARKWAY SERVICE ROAD,,BROOKLYN
3955985,,,,
4053781,,,,
3969108,,,,
3878505,,,,
3871621,,,,
3839357,"(40.6914183, -73.8905909)",,,QUEENS
3883477,,,,
3872374,,,,
3902270,,,,
3955640,"(40.64770619999999, -73.9052172)",,,BROOKLYN
3857725,,,,
3901043,,,,
3972795,,,,
3861392,,MAURICE AVENUE,,QUEENS
4037285,,,,
3828172,,,,
3944993,,,,
3837683,,VAN WYCK EXPRESSWAY,,QUEENS
4011543,,,,
3827879,,,,
4062499,,VAN WYCK EXPRESSWAY,,QUEENS
3869811,,BROOKLYN-QUEENS EXPRESSWAY,,BROOKLYN
3909586,,,,
3825392,,,,
3940841,,,,
3839803,,,,
3888689,,,5224 7TH AVENUE,BROOKLYN
3888042,,,45-12 220TH STREET,QUEENS
3963007,,,,MANHATTAN
3885979,,,,
3957499,,,,
3955011,,,1000 CASTLE HILL AVENUE,BRONX
4042041,,,,
3872757,,MANHATTAN BRIDGE LOWER LEVEL,,MANHATTAN
3830351,,,,
3943212,,,,
3902192,,,,
3959746,,,,
4036220,,,,
3970921,,HYLAN BOULEVARD,,STATEN ISLAND
3935994,,,,
4040896,"(40.7414192, -73.7861896)",,,QUEENS
3872990,,,,
3861496,,,,
4055136,,,1540 DEKALB AVENUE,BROOKLYN
3938999,,,,
3841864,,,,
3851107,,CROSS ISLAND PARKWAY,,QUEENS
3893715,,,,
3971646,,LONG ISLAND EXPRESSWAY,,QUEENS
3891374,,BELT PARKWAY,,BROOKLYN
3996501,,,,
3848614,,,,
3959968,,,,
3936703,,,22-01 27TH STREET,QUEENS
3893971,,,,
4015840,,,,
3891019,,CROSS ISLAND PARKWAY,,QUEENS
3908512,,,552 SAINT MARKS AVENUE,BROOKLYN
3848153,,,,
3820737,,,,
4040825,,,,
3830612,,,346 LEXINGTON AVENUE,BROOKLYN
4030146,,,,
3828953,,,,
4054605,,,,
4016433,,,,
3926817,,,,
3952964,,BRONX RIVER PARKWAY,,BRONX
4049226,,,,
3834938,,,,
3886619,,,,
4014831,,,,
4042199,,,,
4041039,,HARLEM RIVER DRIVE,,MANHATTAN
3918625,,,,
3881794,,HOLLIS AVENUE,,QUEENS
3831567,,,,
4006707,"(40.7494658, -73.9381874)",,,QUEENS
3968683,,,,
4042654,,,,
4045694,,BELT PARKWAY,,BROOKLYN
3892578,,,,
3974609,,,275 56TH STREET,BROOKLYN
4031079,,,,
3845915,,CROSS BRONX EXPRESSWAY,,BRONX
3945283,"(40.7655755, -73.9035386)",,,QUEENS
3861544,,,,
3890804,,,,
3851160,,1ST AVENUE,,MANHATTAN
3989743,,FDR DRIVE,,MANHATTAN
3864674,,,,
3990536,,LONG ISLAND EXPRESSWAY,,QUEENS
3832093,,,,
4032308,,94TH STREET,,QUEENS
4027745,,AVENUE U,,BROOKLYN
3964152,,,,
3922371,,,,
3847591,,,,
3988293,,,,
3996238,,,,
3989049,,,,
4045877,,,,
3936995,"(40.8203639, -73.8483421)",,,BRONX
3952344,,,,
3913402,,,,
3938655,,VAN WYCK EXPRESSWAY,,QUEENS
3929410,,,,
3828419,,,,
3848781,,BELT PARKWAY,,BROOKLYN
3976675,"(40.7568162, -73.9860313157245)",,,MANHATTAN
4036693,,,,
3832368,,,82 WEST 105TH STREET,MANHATTAN
3845019,,GOLD STREET,,BROOKLYN
3905310,"(40.7697138, -73.8357127)",,,QUEENS
3880586,,,6501 5TH AVENUE,BROOKLYN
3921755,,,,
4039046,,,,
3884610,,HENRY HUDSON PARKWAY,,MANHATTAN
3826711,,UNION TURNPIKE,,QUEENS
3938555,,,,
4012526,,,,
3918876,,,,
3968424,,,123 EAST 138TH STREET,BRONX
4029190,"(40.6794192, -73.90022689999999)",,,BROOKLYN
3998965,,,,
4028557,,,,
3935746,,,,
3992352,"(40.6952795, -73.9290244)",,,BROOKLYN
3934036,,FDR DRIVE,,MANHATTAN
3886773,,,,
4000187,"(40.705876, -73.9188204)",,,BROOKLYN
3987658,,,,
3900049,,,,
3995692,,,,
3978677,,CHURCH AVENUE,,BROOKLYN
3881557,"(40.8431488, -73.8912431)",,,BRONX
4042444,,,,
3932389,,WASHINGTON BRIDGE,,MANHATTAN
3963434,,,,
3975664,,,,
3973501,,ASHFORD STREET,,BROOKLYN
3985591,,,,
3929108,,CROSS ISLAND PARKWAY,,QUEENS
3908155,,,2924 HYLAN BOULEVARD,STATEN ISLAND
3954607,,,,
3879007,,,,
3964076,,,,
3932029,,,,
3856324,,,,
3996491,,,,
3845978,,,,
3921995,,,,
3873963,,,,
4052353,,MAJOR DEEGAN EXPRESSWAY,,BRONX
4013008,,RICHMOND AVENUE,,STATEN ISLAND
3945575,"(40.5032393, -74.2465575)",,,STATEN ISLAND
3937116,,VERRAZZANO-NARROWS BRIDGE (STATEN ISLAND BOUND),,BROOKLYN
3883428,,,,
3990432,,,2190 BOSTON ROAD,BRONX
3904116,,LONG ISLAND EXPRESSWAY,,QUEENS
3821007,,,,
4017897,,,,
3901285,,,,
4003171,,,116-28 ROCKAWAY BOULEVARD,QUEENS
3859364,,,,
4050111,,,280 EAST 161ST STREET,BRONX
3833977,,,,
3875218,,,,
3907886,,,81-02 133RD AVENUE,QUEENS
4025669,,,,
3910680,,,,
3920093,,,,
3904482,,,,
3863934,,,,
3912923,,,,
3898248,,VAN WYCK EXPRESSWAY,,QUEENS
3946226,,,,
3954508,,,,BROOKLYN
3847430,,,,
3832259,,,,
3995404,"(40.7034077, -73.8627577)",,,QUEENS
4044736,,,653 EAST 182ND STREET,BRONX
3869574,,,,
4019415,,,,
3973633,,GRAND CENTRAL PARKWAY,,QUEENS
3863064,,,,
3906044,,,,
3974968,,,120-20 115TH AVENUE,QUEENS
3929105,,,549 BORDEN AVENUE,QUEENS
4036574,,,,
3968794,,,,
4006364,,,,
3931507,,116TH STREET,,QUEENS
3891097,,,,
3917968,,,,
4000545,,MAJOR DEEGAN EXPRESSWAY,,BRONX
3870869,,,896 DEKALB AVENUE,BROOKLYN
3977739,,,541 EAST 68TH STREET,MANHATTAN
3875053,,,,
3991183,,,,
3915952,,,,
3838274,,,,
3924813,,,29-24 23RD ROAD,QUEENS
4025743,,,591 VAN BUREN STREET,BROOKLYN
3931210,,FDR DRIVE,,MANHATTAN
4000053,,,,
3981945,,,,
4013905,,WEST 233RD STREET,,BRONX
3948369,,,,
3894518,,,,
3837336,,METROPOLITAN AVENUE,,BROOKLYN
4043742,,,,
4048979,,,,
3927142,,,,
3841681,"(40.6340114, -73.8816466)",,,BROOKLYN
4039622,,TYSENS LANE,,STATEN ISLAND
3851407,,,,
3894651,,,2601 WESTCHESTER AVENUE,BRONX
3958895,"(40.6909831, -73.9899258)",,,BROOKLYN
3896763,,,,
4031201,,,,
3832697,,,,
3858581,,,,
3963392,"(40.6772135, -73.870445)",,,BROOKLYN
4010078,,AVENUE M,,BROOKLYN
4033074,,,,
4051064,,,,
4033427,,,,
3851226,,,,
3940539,,,16 EAST 208TH STREET,BRONX
4037802,"(40.8633732, -73.9109519)",,,
3842656,,,239 AVENUE S,BROOKLYN
3866936,,,,
3992518,,,466 EAST 115TH STREET,MANHATTAN
4005279,,,,
4054277,,,,
3856421,,,,
3851559,,,,
3866154,,,,
3951206,,,,
3954501,,,,
3914619,,,137-72 HOLLY AVENUE,QUEENS
3994660,,,134-20 36TH ROAD,QUEENS
3946634,,MAJOR DEEGAN EXPRESSWAY,,BRONX
3957629,,,,
3870293,,,,
3883821,,,,
3995083,,,,
3956249,,QUEENS PLAZA NORTH,,QUEENS
3906415,,,5657 BROADWAY,BRONX
4028712,,63RD ROAD,,QUEENS
3860286,,BRONX RIVER PARKWAY,,BRONX
4054717,,,,
3966070,,ARTHUR KILL ROAD,,STATEN ISLAND
3929900,,LOCUST AVENUE,,STATEN ISLAND
3934544,,,,
4045904,,,,
3873824,,,,
3940247,,RICHMOND AVENUE,,STATEN ISLAND
3905786,,,2334 RICHMOND ROAD,STATEN ISLAND
3868855,"(40.7679541, -73.8379188)",,,QUEENS
3892477,,,,
3942672,,,,
4043108,,,,
4016755,,,,
3984453,,BOSTON ROAD,,BRONX
3987569,,,,
3865241,"(40.8595298, -73.827198)",,,BRONX
3984760,,,,
3934215,,,,
3970700,,,,
4049256,,,12 HALL STREET,BROOKLYN
4048536,,BELT PARKWAY,,QUEENS
3843994,,,,
3900625,,BELT PARKWAY,,QUEENS
4039862,,,350 OCEAN AVENUE,BROOKLYN
4048439,,,233 COURT STREET,BROOKLYN
3974151,"(40.766529, -73.9510185)",,,MANHATTAN
3887919,,,778 LENOX ROAD,BROOKLYN
3889864,,,,
3852596,,WEST SHORE EXPRESSWAY,,STATEN ISLAND
3871509,,,,
3931503,"(40.6971314, -73.8139159)",,,QUEENS
3958561,,,,
3862867,,BELT PARKWAY,,BROOKLYN
3998851,"(40.6661563, -73.7928996)",,,QUEENS
3879226,"(40.8642879, -73.8360259)",,,BRONX
3950475,,,,
3920387,,,,
3920252,,BELT PARKWAY,,QUEENS
3995224,,,,
3933616,,,2070 VICTORY BOULEVARD,STATEN ISLAND
3963483,,,,
3914507,,MAJOR DEEGAN EXPRESSWAY,,BRONX
3861080,,WEST 96TH STREET,,MANHATTAN
3876158,,,,
4018852,,,,
3833520,,,,
3875717,,,,
3916324,,,,
3869819,,,,
4003525,,,197-14 MURDOCK AVENUE,QUEENS
3869041,,,,
3826462,,ROBERT F. KENNEDY BRIDGE,,MANHATTAN
4019094,,,,
3834655,,BRONX RIVER PARKWAY,,BRONX
3873479,,,,
3940542,,,,
3845399,,FLUSHING AVENUE,,BROOKLYN
3907439,,,,
3854492,"(40.66117, -73.879683)",,,BROOKLYN
4045322,,,496 AVENUE P,BROOKLYN
3942067,,FULTON STREET,,BROOKLYN
3857368,"(40.8192717, -73.9303614)",,,BRONX
3944489,,,,MANHATTAN
4010861,,,,
3961906,,,,
4013166,,,,
4033389,,,,
3924230,,,,
3946153,"(40.7692746, -73.9810292)",,,MANHATTAN
3947614,,,,
4031393,,,,
3871228,,GRAND CENTRAL PARKWAY,,QUEENS
4037827,"(40.6782493, -73.8974254)",,,BROOKLYN
3845889,,,,
3974050,,,,
4010525,,,600 COLUMBUS AVENUE,MANHATTAN
3862598,,31ST STREET,,QUEENS
3950555,,,,
3914185,,,1645 CARROLL STREET,BROOKLYN
3990801,,,376 LIVINGSTON STREET,BROOKLYN
4008302,,,,
3923908,,HILLSIDE AVENUE,,QUEENS
3836212,,,147-28 HILLSIDE AVENUE,QUEENS
3881114,,,,
3918292,,,,
4036547,,,,
3944007,,CROSS ISLAND PARKWAY,,QUEENS
3904349,,,,
4016923,,,,
3959717,,,36-02 167TH STREET,QUEENS
3961864,,,,
4010737,,,,
3953073,,1ST AVENUE,,MANHATTAN
3825679,,,,
3912254,,,,
3827649,,,2910 BROADWAY,QUEENS
3897009,,,,
3904217,,ROBERT F. KENNEDY BRIDGE,,MANHATTAN
3857202,,,,
3971934,,,,
3999222,,,,
3837743,,,,
3925345,,,,
3832132,,,,
3850003,,,,
3839331,,,,
4034316,,,,
3917163,,,,
3970519,,,,
3854170,,,,
3910951,,,,
3912280,"(40.6152484, -74.1574632)",,,STATEN ISLAND
3842650,,,,
4028377,,,,
3837326,"(40.7610125, -73.9733344)",,,MANHATTAN
4006111,,,149-03 GUY R. BREWER BOULEVARD,QUEENS
3832262,,,137-17 FARMERS BOULEVARD,QUEENS
4034012,,,,
3927255,,,,
3863888,,CROSS BRONX EXPRESSWAY,,BRONX
3906953,,,,
3832566,,,350 WEST 34TH STREET,MANHATTAN
3886607,,,,
3972070,,,,
3852689,,,,
3851207,,,,
3958169,,,,
3851870,,,,
3898303,,,4714 AMBOY ROAD,STATEN ISLAND
3977523,,,,
3966387,,,,
3943482,,,,
3866145,,,,
3837787,,,,
3891214,,,,
3849544,,,,
4048342,,,,
3872149,,GRAND CENTRAL PARKWAY,,QUEENS
3970015,,,,
3909062,,LONG ISLAND EXPRESSWAY,,QUEENS
3980774,,FDR DRIVE,,MANHATTAN
4028066,,,,
3928200,,MAJOR DEEGAN EXPRESSWAY,,BRONX
3841623,,,,
4045100,,BROOKLYN-QUEENS EXPRESSWAY,,BROOKLYN
3851442,,,,
3984318,,,531 DEKALB AVENUE,BROOKLYN
3895518,,,,
3896271,,BROOKLYN-QUEENS EXPRESSWAY,,BROOKLYN
4018601,,IRWIN AVENUE,,BRONX
3960920,,LIVONIA AVENUE,,BROOKLYN
3866966,,,,
3887436,,LONG ISLAND EXPRESSWAY,,QUEENS
3853829,,,35-54 32ND STREET,QUEENS
3944606,,,184 WEST 10TH STREET,MANHATTAN
4040175,,,,
3884309,,,,
4056203,,,,
3983701,,CROSS ISLAND PARKWAY,,QUEENS
3878313,,SAINT NICHOLAS AVENUE,,MANHATTAN
3823807,,,,
3861942,,,,
3881879,,MAJOR DEEGAN EXPRESSWAY,,BRONX
3877044,,LEXINGTON AVENUE,,MANHATTAN
3974531,,WEST 46TH STREET,,MANHATTAN
3824404,,GRAND CENTRAL PARKWAY,,QUEENS
4043407,,,,
4039413,,,,
3930655,,,1145 LIBERTY AVENUE,BROOKLYN
3895187,,,,
3963203,,LONG ISLAND EXPRESSWAY,,QUEENS
3832498,"(40.8006662, -73.9297238)",,,MANHATTAN
3883973,,,48-15 39TH AVENUE,QUEENS
4026753,,,,
3984171,,,,
3926089,,BROOKLYN-QUEENS EXPRESSWAY,,QUEENS
3897096,,BROOKLYN-QUEENS EXPRESSWAY,,BROOKLYN
3948354,,,275 WILD AVENUE,STATEN ISLAND
3991953,,,42 BROOKLYN AVENUE,BROOKLYN
3968560,,,,
3911194,,,,
3866542,,,,
3873811,,,,
3920367,,,,
3985800,,,,
4049249,,,,
3903265,,,,
4003452,,,,
3924440,,,212-18 43RD AVENUE,QUEENS
3838691,,,,
3867787,,,,
3942005,,,,
3961545,,,,
3994986,,,25-02 21ST STREET,QUEENS
3876985,,,,
4005766,,,22-70 36TH STREET,QUEENS
3902000,,,,
3825483,,,,
3975709,,,,
3955931,,MAJOR DEEGAN EXPRESSWAY,,BRONX
3997252,,,,
3929289,,VAN WYCK EXPRESSWAY,,QUEENS
4044945,,,,
4055795,,EAST 53RD STREET,,MANHATTAN
3929964,,,,
4048687,,MAJOR DEEGAN EXPRESSWAY,,BRONX
4025456,,PARKSIDE AVENUE,,BROOKLYN
3919106,,,,
3866023,,,,
3974668,,CADMAN PLAZA EAST,,BROOKLYN
3965371,,,,
3936509,,,,
4036114,,,,
4046959,,,,
3990461,,,,
3871781,,CANAL STREET,,MANHATTAN
4008078,,,,
3976087,,,647 SOUNDVIEW AVENUE,BRONX
3846764,,,,
3948988,,,,
3860250,,WEST 147TH STREET,,MANHATTAN
4009007,"(40.7613312, -74.0016375)",,,MANHATTAN
3961281,"(40.7814394, -73.9732273)",,,MANHATTAN
3842599,"(40.7029224, -73.8170813)",,,QUEENS
3940109,,MACOMBS DAM BRIDGE,,BRONX
3989684,,81ST ROAD,,QUEENS
4002362,,,,
3916797,,LONG ISLAND EXPRESSWAY,,QUEENS
3978468,"(40.6544766596994, -73.8768255941148)",,,BROOKLYN
3857651,,BELT PARKWAY,,BROOKLYN
4014578,,MAJOR DEEGAN EXPRESSWAY,,BRONX
4025436,,,225 VARICK STREET,MANHATTAN
3904050,,,28-58 41ST STREET,QUEENS
3834105,,,,
3852210,,,,
4010645,,,539 PAGE AVENUE,STATEN ISLAND
3873568,,,,
4045639,,,,
4002741,,,,
3891878,,,,
3997039,"(40.80205005, -73.8297471344276)",,,QUEENS
3957596,,,,STATEN ISLAND
3999750,,,,
4001639,,HENRY HUDSON PARKWAY,,MANHATTAN
3906534,,MAJOR DEEGAN EXPRESSWAY,,BRONX
3898971,,,,
3896799,,,,
3983609,"(40.5957433, -74.00036060000001)",,,BROOKLYN
3940978,"(40.7671118, -73.88367099999999)",,,QUEENS
4007080,,,,
3886226,,,198 WHEELER AVENUE,STATEN ISLAND
4016795,,,901 WEST 190TH STREET,MANHATTAN
3999820,,,,
3845609,,FDR DRIVE,,MANHATTAN
4039343,,QUEENS PLAZA NORTH,,QUEENS
3840587,,,,
3842493,,CROSS ISLAND PARKWAY,,QUEENS
4032293,,,218 LEVERETT AVENUE,STATEN ISLAND
3904047,,,,
3973853,,,,
3844059,,,,
3971019,,NEW ENGLAND THRUWAY,,BRONX
3904888,,LONG ISLAND EXPRESSWAY,,QUEENS
4042607,,,,
3998677,,,,
3991043,,,,
4016831,,,125-05 109TH AVENUE,QUEENS
3936671,"(40.83875, -73.88257879999999)",,,BRONX
3928862,,,,
3968630,,BROOKLYN-QUEENS EXPRESSWAY,,BROOKLYN
3950479,,,,
4043427,,DEKALB AVENUE,,BROOKLYN
4056055,,,,
3918233,,,,
4008199,,,,
4039597,,,,
3903876,,FDR DRIVE,,MANHATTAN
3929824,,BAINBRIDGE AVENUE,,BRONX
3977017,,,,
3979145,"(40.7613312, -74.0016375)",,,MANHATTAN
3861174,,,,
3934194,,,,
3844138,,,,
3967365,,BROOKLYN-QUEENS EXPRESSWAY,,QUEENS
3945600,,,,
3836703,,,,
3916466,,,,QUEENS
4034486,,,,
3974523,,MAURICE AVENUE,,QUEENS
3886918,"(40.83875, -73.88257879999999)",,,BRONX
4001905,,,,
3975200,,,,
4049965,,,,
3916228,,,574 BROADWAY,BROOKLYN
3926858,,,,
3992972,,,,
3851365,,,,
3917005,,,,
3911244,,,,
3903614,"(40.7641534, -73.7472712996059)",,,QUEENS
4010807,,,1209 INTERVALE AVENUE,BRONX
4039056,,,,
4007927,,,,
3979058,,,,
3883228,,,,
4047706,,,,
3960365,,WHITESTONE BRIDGE (TOLL),,QUEENS
3879807,,,,
3982099,,,,
3991717,,,,
4031842,,,,
3989506,,,,
3890123,,HENRY HUDSON PARKWAY,,MANHATTAN
3910880,,,,
3989799,"(40.7472224, -73.9672062)",,,MANHATTAN
3865765,,,,
3894065,,,,
3997420,,,,
3973368,,,1514 MADISON AVENUE,MANHATTAN
3895173,,MAJOR DEEGAN EXPRESSWAY,,BRONX
3855859,,,,QUEENS
3979402,,,,
4016631,,,,
3902440,,,,
3922523,,CROSS BRONX EXPRESSWAY,,BRONX
3920956,,,,
3835204,,,,
3941113,,GRAND CENTRAL PARKWAY,,QUEENS
3960768,,,,
3833276,,,,
4009022,,RICHMOND AVENUE,,STATEN ISLAND
3965572,,,,
4027559,,,,
4041736,,,,
3890064,,,,
3825899,,,,
3923822,,63RD ROAD,,QUEENS
3954283,,,,
3889177,,,2224 AVENUE X,BROOKLYN
3846683,,HAMILTON AVENUE,,BROOKLYN
4002822,,,,
3935357,,,,
3959596,,,154 WEST 10TH STREET,MANHATTAN
3824870,,,,
3982805,,,1230 FDR DRIVE,MANHATTAN
3909647,,,989 3RD AVENUE,MANHATTAN
4029836,"(40.8582836, -73.8432938)",,,BRONX
3919931,,,,
3969953,,,,
3986117,,,,
3834586,,,,
3926444,,,128 EAST 29TH STREET,MANHATTAN
3934582,,,25 WEST FORDHAM ROAD,BRONX
3847173,"(40.7577971, -73.9005748)",,,QUEENS
3969552,,JACKIE ROBINSON PARKWAY,,QUEENS
3971898,,,,
3963712,,,,
3945995,,,,
3916949,,,,
3862569,,,,
3992943,,,,
3997164,,,,
4029219,,,,
3973294,,,,
3866559,,,,
4047964,,,,
3833100,,WEST SHORE EXPRESSWAY,,STATEN ISLAND
3951474,,,,
3988248,,,,
3963338,,,,
4033536,,,,
3924869,,,1281 EASTERN PARKWAY,BROOKLYN
3931613,"(40.8230555, -73.94082709999999)",,,MANHATTAN
3830104,,,1475 PRESIDENT STREET,BROOKLYN
3851096,,,143-02 111TH AVENUE,QUEENS
3966344,,,,
4036318,,,,
3969752,,57TH STREET,,BROOKLYN
3914115,,,130-20 116TH AVENUE,QUEENS
3843875,,,,
3993229,,,,
3869889,,,,
3916430,,,,
3831787,"(40.739125, -73.788212)",,,QUEENS
3957407,"(40.7636527, -73.9776904)",,,MANHATTAN
3880374,,CROSS ISLAND PARKWAY,,QUEENS
3921715,,,,
3851340,,WHITESTONE BRIDGE (TOLL),,QUEENS
3934797,,,,
3969223,,,,
4004071,,ROCKAWAY FREEWAY,,QUEENS
3845109,,FDR DRIVE,,MANHATTAN
3835010,,,1976 85TH STREET,BROOKLYN
3963873,,,1 WEST 131ST STREET,MANHATTAN
3917494,,,,
3876968,,,,
4036710,,,,
3994129,,,69-02 DARTMOUTH STREET,QUEENS
4008032,,,,
3956030,,,,
3873526,,,,
3949043,,BELT PARKWAY,,QUEENS
3884882,,FULTON STREET,,BROOKLYN
3913859,,,500 WEST 180TH STREET,MANHATTAN
3871557,,,,
3934484,,,400 EAST 62ND STREET,MANHATTAN
3847765,,,,
3925785,,,447 ATLANTIC AVENUE,BROOKLYN
3899951,,,,
3847166,"(40.6340114, -73.8816466)",,,BROOKLYN
3848419,,,,
3839991,,,,
3955006,,,,
4051372,,,,
3996911,,,,
4036577,,,,
3835376,,,,
3954137,,,,
3979963,,,,
4027749,,,,
3892983,,,20 CENTRAL ROAD,MANHATTAN
3943933,,,,
3828528,,,,
3969405,,,,
3874622,,21ST AVENUE,,QUEENS
3855142,"(40.7681298, -73.90470739999999)",,,QUEENS
3889622,,,,
3940233,,,,
3938407,,,2251 LORING PLACE NORTH,BRONX
3993151,,89TH AVENUE,,QUEENS
4028941,,,,
3988873,,,,
3990156,,,3502 RICHMOND AVENUE,STATEN ISLAND
3903717,,,,
3823146,,ROBERT F. KENNEDY BRIDGE,,MANHATTAN
3985682,,LONG ISLAND EXPRESSWAY,,QUEENS
4004928,,,,
4007066,,,,
3971269,,,,
3878456,,,,
3849035,,,,
3861950,,,,
3906001,,WARREN STREET,,MANHATTAN
3986586,,,,
3895661,,,,
4034988,,,,
3826031,,,,
3965640,,,,
3863462,,,43-11 207TH STREET,QUEENS
3829236,,,,
4021500,,,,
3919065,"(40.7160747, -73.82140389999999)",,,QUEENS
3844243,"(40.877823, -73.8667501)",,,BRONX
3929513,,SOUTH GANNON AVENUE,,STATEN ISLAND
3896975,,,,
3873489,,,,
4033408,,,,
3996855,"(40.7669574, -73.982578)",,,MANHATTAN
3834024,,,,
4028644,,,,
3884737,,,,
4014581,,,,
4025925,,,,
3936889,,,,
3880583,,,,
3938594,,,,
4004652,,,,
3895220,,,,
3972885,,,,
3968482,,MCDONALD AVENUE,,BROOKLYN
4040682,,,,
3865402,,BELT PARKWAY,,QUEENS
3857137,,,57-93 CLOVERDALE BOULEVARD,QUEENS
3847375,,,,
4014545,"(40.6937064, -73.8580442)",,,QUEENS
3958484,"(40.7079201, -74.0002714)",,,MANHATTAN
3948717,,,,
3954394,,,,
3926696,,,,
4015043,,CROSS BRONX EXPRESSWAY,,BRONX
3879709,,,,
3931237,,BEACH STREET,,MANHATTAN
3906333,"(40.7643285, -73.9771987)",,,MANHATTAN
4019759,,,,
3868754,,,,
3851638,,BELT PARKWAY,,QUEENS
3835235,,,,
3840863,,,,
3859849,,,,
3985937,,,,
3855064,,,,
4048707,,,,
3840053,,,,
3861145,,,801 11TH AVENUE,MANHATTAN
3832810,,FRANCIS LEWIS BOULEVARD,,QUEENS
3881414,,,,
4052241,,,,
3875879,,,,
3939542,,,,
3927651,,,144-63 35TH AVENUE,QUEENS
3927799,,,23 WEST BURNSIDE AVENUE,BRONX
4032364,,,,
3865374,,,,
3871099,,,,
4051667,,,,
3983353,,,,
3839642,,,,
3876502,,VAN WYCK EXPRESSWAY,,QUEENS
3841095,"(40.7904084, -73.9367296)",,,MANHATTAN
3918386,,,,
3833416,,,,
3823968,,,,
3874362,,,,
3957838,,,,
3982639,,,,
3988907,,,,
4034518,,,1598 STORY AVENUE,BRONX
3863349,,,,
3944676,,LONG ISLAND EXPRESSWAY,,QUEENS
3881232,,,,
3822124,,,,
3896504,,RICHMOND AVENUE,,STATEN ISLAND
3885169,,,44 PAERDEGAT 10TH STREET,BROOKLYN
4013032,,,,
4000840,,,,
3936097,,,,
3906814,"(40.721432, -73.89274)",,,QUEENS
3823195,,,,
3934120,,,3904 SEDGWICK AVENUE,BRONX
3936256,,,,
3927028,,,,
3868438,,BRONX RIVER PARKWAY,,BRONX
4050816,,,,
3963182,,,,
3886501,,LONG ISLAND EXPRESSWAY,,QUEENS
3990361,,,,
3834004,,,,
3924858,,,,
3963821,,,,
4042424,"(40.6066162, -74.0446602)",,,STATEN ISLAND
4044937,"(40.8068298, -73.9342138)",,,MANHATTAN
4018884,,,,
4009496,,,1924 BELMONT AVENUE,BRONX
3906879,,BELT PARKWAY,,QUEENS
4008631,,,,
3828626,,,,
3915551,,KOREAN WAR VETERANS PARKWAY,,STATEN ISLAND
3896292,,,,
3949185,,BEVERLEY ROAD,,BROOKLYN
3963920,,,,
3949770,,,,
4031626,,,725 BEDFORD AVENUE,BROOKLYN
3821977,,,,
3986261,,,,
4055509,,,,
4012940,"(40.6957459, -73.9820782)",,,BROOKLYN
3846164,,,,
3986924,,,,
4019747,,,,
4050335,,,247 WARREN STREET,BROOKLYN
3992711,,,399 TRANTOR PLACE,STATEN ISLAND
3933704,"(40.70614575, -73.9969304206658)",,,MANHATTAN
4000390,,,,
3875686,,,179 EAST 105TH STREET,MANHATTAN
3949610,,,,
3894516,,,,
3918083,,,,
3863542,,,653 BLAKE AVENUE,BROOKLYN
3878272,,HUTCHINSON RIVER PARKWAY,,BRONX
3888476,,,,
3907177,,,,
3939476,,,,
3864958,,,,
3881973,,,,
3849099,,,,QUEENS
4008307,"(40.871344, -73.886916)",,,BRONX
4063673,,,5008 BROADWAY,MANHATTAN
3951046,,NEW ENGLAND THRUWAY,,BRONX
3979585,"(40.8108636, -73.9390236)",,,MANHATTAN
4052650,"(40.8844767, -73.8673274)",,,BRONX
4054443,,,,
3922316,,,,
3968844,"(40.70587190000001, -73.8173264)",,,QUEENS
3952023,,VAN WYCK EXPRESSWAY,,QUEENS
4044556,,,,
3957306,,,,
3904399,,,47-02 46TH STREET,QUEENS
4016402,,,,
4052795,,,4924 9TH AVENUE,BROOKLYN
4001318,,,,
